T_bst	T_arr	T_sll	T_dll
3.000000000419334e-06	1.9999999993913775e-06	1.000000000139778e-06	0.0
1.000000000139778e-06	2.000000000279556e-06	0.0	1.000000000139778e-06
0.0	0.0	0.0	0.0
1.000000000139778e-06	0.0	1.000000000139778e-06	0.0
0.0	2.000000000279556e-06	0.0	1.000000000139778e-06
0.0	0.0	1.000000000139778e-06	0.0
9.999999992515995e-07	1.000000000139778e-06	1.000000000139778e-06	9.999999992515995e-07
1.000000000139778e-06	1.000000000139778e-06	0.0	9.999999992515995e-07
0.0	0.0	9.999999992515995e-07	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
0.0	2.000000000279556e-06	1.000000000139778e-06	9.999999992515995e-07
1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
0.0	1.000000000139778e-06	2.6000000000081513e-05	1.000000000139778e-06
2.000000000279556e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
1.000000000139778e-06	0.0	2.000000000279556e-06	1.9999999993913775e-06
0.0	1.000000000139778e-06	1.000000000139778e-06	0.0
9.999999992515995e-07	1.000000000139778e-06	0.0	2.000000000279556e-06
1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	0.0	9.999999992515995e-07	1.000000000139778e-06
0.0	1.9999999993913775e-06	0.0	1.000000000139778e-06
0.0	0.0	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	9.999999992515995e-07	0.0	1.000000000139778e-06
0.0	0.0	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06	2.000000000279556e-06
1.000000000139778e-06	2.000000000279556e-06	0.0	0.0
1.000000000139778e-06	0.0	2.000000000279556e-06	0.0
1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06	1.9999999993913775e-06
2.000000000279556e-06	0.0	9.999999992515995e-07	0.0
2.000000000279556e-06	0.0	0.0	1.000000000139778e-06
1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06	0.0
9.999999992515995e-07	0.0	1.000000000139778e-06	0.0
1.000000000139778e-06	1.000000000139778e-06	0.0	2.000000000279556e-06
1.000000000139778e-06	0.0	1.000000000139778e-06	0.0
1.000000000139778e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
0.0	1.000000000139778e-06	5.00000000069889e-06	1.000000000139778e-06
1.000000000139778e-06	0.0	0.0	2.000000000279556e-06
1.000000000139778e-06	0.0	0.0	9.999999992515995e-07
1.000000000139778e-06	0.0	9.999999992515995e-07	0.0
0.0	0.0	1.000000000139778e-06	0.0
0.0	1.9999999993913775e-06	0.0	2.000000000279556e-06
1.000000000139778e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	1.9999999993913775e-06	0.0	1.000000000139778e-06
0.0	0.0	0.0	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	0.0	2.000000000279556e-06	1.000000000139778e-06
1.000000000139778e-06	0.0	2.9999999995311555e-06	0.0
1.000000000139778e-06	0.0	1.000000000139778e-06	0.0
2.000000000279556e-06	0.0	1.000000000139778e-06	2.000000000279556e-06
1.000000000139778e-06	2.000000000279556e-06	0.0	0.0
1.9999999993913775e-06	1.000000000139778e-06	1.000000000139778e-06	9.999999992515995e-07
1.000000000139778e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
0.0	1.000000000139778e-06	0.0	1.000000000139778e-06
2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
0.0	2.000000000279556e-06	1.000000000139778e-06	2.000000000279556e-06
0.0	1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
1.000000000139778e-06	1.000000000139778e-06	0.0	2.000000000279556e-06
1.000000000139778e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
0.0	0.0	1.000000000139778e-06	0.0
1.000000000139778e-06	0.0	0.0	1.000000000139778e-06
0.0	2.000000000279556e-06	0.0	1.000000000139778e-06
0.0	1.000000000139778e-06	1.000000000139778e-06	4.000000000559112e-06
1.000000000139778e-06	0.0	1.000000000139778e-06	2.000000000279556e-06
0.0	0.0	0.0	9.999999992515995e-07
1.000000000139778e-06	1.9999999993913775e-06	1.000000000139778e-06	1.000000000139778e-06
2.000000000279556e-06	1.000000000139778e-06	2.9999999995311555e-06	0.0
9.999999992515995e-07	9.999999992515995e-07	2.000000000279556e-06	0.0
1.000000000139778e-06	3.000000000419334e-06	2.000000000279556e-06	1.000000000139778e-06
0.0	1.000000000139778e-06	1.000000000139778e-06	0.0
0.0	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	1.9999999993913775e-06	0.0	1.9999999993913775e-06
1.000000000139778e-06	0.0	9.999999992515995e-07	0.0
1.000000000139778e-06	0.0	1.000000000139778e-06	2.000000000279556e-06
0.0	9.999999992515995e-07	0.0	0.0
1.000000000139778e-06	0.0	1.000000000139778e-06	0.0
0.0	1.000000000139778e-06	0.0	1.000000000139778e-06
0.0	0.0	0.0	0.0
9.999999992515995e-07	0.0	0.0	1.000000000139778e-06
0.0	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06	0.0
1.9999999993913775e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
0.0	0.0	1.000000000139778e-06	0.0
1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	0.0	1.9999999993913775e-06	1.000000000139778e-06
1.000000000139778e-06	0.0	0.0	1.000000000139778e-06
1.000000000139778e-06	9.999999992515995e-07	0.0	1.000000000139778e-06
2.000000000279556e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
2.9999999995311555e-06	1.9999999993913775e-06	0.0	1.9999999993913775e-06
0.0	2.9999999995311555e-06	0.0	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
1.000000000139778e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
1.000000000139778e-06	0.0	1.000000000139778e-06	0.0
1.000000000139778e-06	1.000000000139778e-06	0.0	2.000000000279556e-06
0.0	0.0	1.000000000139778e-06	1.000000000139778e-06
2.000000000279556e-06	0.0	1.000000000139778e-06	0.0
0.0	1.000000000139778e-06	0.0	1.000000000139778e-06
1.000000000139778e-06	0.0	2.000000000279556e-06	1.000000000139778e-06
1.000000000139778e-06	1.9999999993913775e-06	9.999999992515995e-07	2.000000000279556e-06
0.0	0.0	2.000000000279556e-06	1.000000000139778e-06
1.000000000139778e-06	0.0	0.0	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
2.000000000279556e-06	0.0	1.000000000139778e-06	0.0
0.0	1.9999999993913775e-06	0.0	1.000000000139778e-06
1.000000000139778e-06	0.0	1.9999999993913775e-06	0.0
2.000000000279556e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
0.0	1.000000000139778e-06	0.0	1.000000000139778e-06
0.0	0.0	1.000000000139778e-06	0.0
2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
9.999999992515995e-07	9.999999992515995e-07	1.000000000139778e-06	0.0
1.000000000139778e-06	2.000000000279556e-06	0.0	2.000000000279556e-06
0.0	0.0	0.0	1.000000000139778e-06
0.0	0.0	0.0	1.000000000139778e-06
1.000000000139778e-06	0.0	1.000000000139778e-06	0.0
1.9999999993913775e-06	0.0	9.999999992515995e-07	2.000000000279556e-06
1.000000000139778e-06	1.000000000139778e-06	0.0	0.0
1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
1.000000000139778e-06	7.000000000090267e-06	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	0.0	0.0	1.000000000139778e-06
0.0	2.000000000279556e-06	1.000000000139778e-06	9.999999992515995e-07
0.0	0.0	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	9.999999992515995e-07	2.000000000279556e-06	1.9999999993913775e-06
1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06	0.0
2.000000000279556e-06	1.000000000139778e-06	0.0	2.000000000279556e-06
9.999999992515995e-07	9.999999992515995e-07	0.0	0.0
1.000000000139778e-06	0.0	0.0	1.000000000139778e-06
0.0	0.0	0.0	0.0
1.9999999993913775e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
0.0	2.000000000279556e-06	0.0	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	9.999999992515995e-07	0.0
1.000000000139778e-06	1.000000000139778e-06	0.0	0.0
0.0	0.0	1.000000000139778e-06	1.000000000139778e-06
2.9999999995311555e-06	0.0	0.0	1.000000000139778e-06
0.0	1.000000000139778e-06	0.0	0.0
1.000000000139778e-06	9.999999992515995e-07	1.9999999993913775e-06	0.0
0.0	1.000000000139778e-06	0.0	1.000000000139778e-06
1.000000000139778e-06	0.0	1.000000000139778e-06	9.999999992515995e-07
1.000000000139778e-06	0.0	0.0	1.000000000139778e-06
1.000000000139778e-06	2.000000000279556e-06	0.0	0.0
1.9999999993913775e-06	0.0	2.000000000279556e-06	1.000000000139778e-06
0.0	1.9999999993913775e-06	1.000000000139778e-06	1.000000000139778e-06
0.0	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	4.999999999810711e-06	1.9999999993913775e-06	0.0
0.0	1.000000000139778e-06	1.000000000139778e-06	4.999999999810711e-06
2.000000000279556e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
0.0	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
0.0	0.0	1.9999999993913775e-06	0.0
9.999999992515995e-07	0.0	0.0	1.000000000139778e-06
0.0	0.0	1.000000000139778e-06	9.999999992515995e-07
1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06
0.0	1.000000000139778e-06	1.000000000139778e-06	1.9999999993913775e-06
9.999999992515995e-07	0.0	0.0	1.000000000139778e-06
7.000000000090267e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
9.999999992515995e-07	2.000000000279556e-06	0.0	0.0
2.000000000279556e-06	0.0	1.9999999993913775e-06	1.000000000139778e-06
1.000000000139778e-06	0.0	0.0	1.9999999993913775e-06
1.000000000139778e-06	9.999999992515995e-07	0.0	1.000000000139778e-06
1.9999999993913775e-06	0.0	1.000000000139778e-06	0.0
9.999999992515995e-07	9.999999992515995e-07	0.0	1.000000000139778e-06
9.999999992515995e-07	0.0	1.000000000139778e-06	1.000000000139778e-06
2.000000000279556e-06	0.0	0.0	1.000000000139778e-06
0.0	2.000000000279556e-06	0.0	2.000000000279556e-06
0.0	1.000000000139778e-06	2.000000000279556e-06	0.0
2.000000000279556e-06	1.000000000139778e-06	0.0	0.0
1.000000000139778e-06	0.0	1.000000000139778e-06	2.000000000279556e-06
1.000000000139778e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	0.0	9.999999992515995e-07	1.9999999993913775e-06
0.0	0.0	0.0	2.000000000279556e-06
9.999999992515995e-07	1.000000000139778e-06	1.9999999993913775e-06	0.0
1.000000000139778e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
0.0	0.0	1.000000000139778e-06	9.999999992515995e-07
0.0	0.0	1.000000000139778e-06	0.0
1.000000000139778e-06	2.000000000279556e-06	0.0	0.0
0.0	9.999999992515995e-07	2.000000000279556e-06	1.000000000139778e-06
2.000000000279556e-06	0.0	1.000000000139778e-06	2.000000000279556e-06
0.0	2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06
9.999999992515995e-07	0.0	1.000000000139778e-06	0.0
9.999999992515995e-07	1.000000000139778e-06	0.0	1.000000000139778e-06
1.000000000139778e-06	0.0	0.0	1.000000000139778e-06
9.999999992515995e-07	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
0.0	1.000000000139778e-06	2.000000000279556e-06	0.0
1.000000000139778e-06	2.000000000279556e-06	0.0	1.000000000139778e-06
1.000000000139778e-06	0.0	2.000000000279556e-06	0.0
1.000000000139778e-06	2.000000000279556e-06	0.0	1.000000000139778e-06
0.0	0.0	9.999999992515995e-07	9.999999992515995e-07
9.999999992515995e-07	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06
0.0	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06	2.000000000279556e-06
0.0	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
2.000000000279556e-06	9.999999992515995e-07	1.000000000139778e-06	0.0
9.999999992515995e-07	1.9999999993913775e-06	1.000000000139778e-06	0.0
1.000000000139778e-06	9.000000000369823e-06	1.9999999993913775e-06	2.000000000279556e-06
0.0	0.0	9.999999992515995e-07	0.0
1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06
0.0	0.0	9.999999992515995e-07	0.0
2.000000000279556e-06	0.0	0.0	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	0.0	0.0
2.000000000279556e-06	0.0	1.000000000139778e-06	9.999999992515995e-07
0.0	2.000000000279556e-06	0.0	1.000000000139778e-06
1.000000000139778e-06	0.0	1.000000000139778e-06	0.0
1.9999999993913775e-06	2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	0.0	9.999999992515995e-07
0.0	0.0	1.9999999993913775e-06	0.0
9.999999992515995e-07	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06	9.999999992515995e-07
0.0	1.9999999993913775e-06	0.0	1.000000000139778e-06
1.000000000139778e-06	0.0	9.999999992515995e-07	2.000000000279556e-06
0.0	1.000000000139778e-06	0.0	1.000000000139778e-06
1.000000000139778e-06	0.0	0.0	0.0
1.000000000139778e-06	9.999999992515995e-07	8.999999999481645e-06	4.000000000559112e-06
5.999999999950489e-06	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06
0.0	1.9999999993913775e-06	0.0	0.0
2.000000000279556e-06	0.0	1.000000000139778e-06	0.0
1.000000000139778e-06	0.0	0.0	2.000000000279556e-06
0.0	1.000000000139778e-06	9.999999992515995e-07	9.999999992515995e-07
2.000000000279556e-06	9.999999992515995e-07	0.0	0.0
1.000000000139778e-06	9.999999992515995e-07	0.0	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
0.0	1.000000000139778e-06	0.0	1.000000000139778e-06
2.000000000279556e-06	0.0	0.0	1.000000000139778e-06
9.999999992515995e-07	0.0	1.000000000139778e-06	1.000000000139778e-06
1.9999999993913775e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06	0.0
0.0	9.999999992515995e-07	1.000000000139778e-06	2.000000000279556e-06
2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
9.999999992515995e-07	0.0	1.000000000139778e-06	0.0
1.000000000139778e-06	0.0	2.700000000022129e-05	9.999999992515995e-07
0.0	9.999999992515995e-07	1.000000000139778e-06	4.000000000559112e-06
1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	0.0	0.0	1.000000000139778e-06
2.000000000279556e-06	0.0	1.000000000139778e-06	0.0
0.0	1.000000000139778e-06	0.0	1.000000000139778e-06
1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06	1.000000000139778e-06
9.999999992515995e-07	1.000000000139778e-06	0.0	1.000000000139778e-06
0.0	2.000000000279556e-06	0.0	1.000000000139778e-06
0.0	1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06
0.0	0.0	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
1.9999999993913775e-06	1.000000000139778e-06	2.000000000279556e-06	0.0
1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	3.9999999996709334e-06	2.000000000279556e-06
1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
0.0	1.000000000139778e-06	1.000000000139778e-06	0.0
9.999999992515995e-07	1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06
0.0	0.0	0.0	1.9999999993913775e-06
0.0	0.0	9.999999992515995e-07	0.0
1.9999999993913775e-06	0.0	0.0	1.000000000139778e-06
0.0	0.0	2.000000000279556e-06	0.0
2.000000000279556e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
9.999999992515995e-07	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06
2.000000000279556e-06	2.9999999995311555e-06	2.000000000279556e-06	0.0
9.999999992515995e-07	1.9999999993913775e-06	1.000000000139778e-06	1.000000000139778e-06
2.000000000279556e-06	2.000000000279556e-06	9.999999992515995e-07	2.000000000279556e-06
2.000000000279556e-06	1.000000000139778e-06	2.000000000279556e-06	0.0
0.0	0.0	1.000000000139778e-06	2.000000000279556e-06
1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06	1.000000000139778e-06
0.0	1.000000000139778e-06	0.0	0.0
2.000000000279556e-06	0.0	2.000000000279556e-06	1.000000000139778e-06
0.0	1.000000000139778e-06	0.0	2.9999999995311555e-06
2.000000000279556e-06	0.0	1.000000000139778e-06	2.000000000279556e-06
0.0	1.000000000139778e-06	1.000000000139778e-06	0.0
2.000000000279556e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
0.0	2.000000000279556e-06	0.0	1.000000000139778e-06
2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
9.999999992515995e-07	1.9999999993913775e-06	1.000000000139778e-06	0.0
1.9999999993913775e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
2.000000000279556e-06	0.0	0.0	1.000000000139778e-06
1.000000000139778e-06	0.0	9.999999992515995e-07	2.800000000036107e-05
1.000000000139778e-06	1.000000000139778e-06	0.0	0.0
1.000000000139778e-06	0.0	2.000000000279556e-06	0.0
0.0	1.000000000139778e-06	0.0	2.000000000279556e-06
1.000000000139778e-06	1.000000000139778e-06	0.0	0.0
2.000000000279556e-06	0.0	9.999999992515995e-07	1.000000000139778e-06
1.000000000139778e-06	2.0000000000131024e-05	0.0	0.0
1.000000000139778e-06	0.0	2.000000000279556e-06	0.0
2.000000000279556e-06	9.999999992515995e-07	0.0	2.000000000279556e-06
1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	4.000000000559112e-06
1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06	0.0
1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
9.999999992515995e-07	1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06
0.0	1.000000000139778e-06	0.0	9.999999992515995e-07
9.999999992515995e-07	0.0	1.000000000139778e-06	0.0
2.000000000279556e-06	0.0	0.0	2.000000000279556e-06
1.000000000139778e-06	9.999999992515995e-07	0.0	9.999999992515995e-07
2.000000000279556e-06	0.0	9.999999992515995e-07	2.000000000279556e-06
1.9999999993913775e-06	1.9999999993913775e-06	1.000000000139778e-06	1.000000000139778e-06
2.000000000279556e-06	1.000000000139778e-06	0.0	2.000000000279556e-06
0.0	9.999999992515995e-07	9.999999992515995e-07	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
0.0	9.999999992515995e-07	0.0	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
9.999999992515995e-07	0.0	0.0	0.0
0.0	1.9999999993913775e-06	0.0	0.0
0.0	2.000000000279556e-06	0.0	3.000000000419334e-06
1.000000000139778e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	0.0	1.9999999993913775e-06
9.999999992515995e-07	0.0	1.000000000139778e-06	0.0
1.9999999993913775e-06	0.0	0.0	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
1.000000000139778e-06	0.0	0.0	1.000000000139778e-06
0.0	2.000000000279556e-06	0.0	0.0
2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06	1.9999999993913775e-06
1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06
2.000000000279556e-06	1.000000000139778e-06	1.9999999993913775e-06	9.999999992515995e-07
0.0	1.9999999993913775e-06	0.0	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	1.9999999993913775e-06	0.0
0.0	2.000000000279556e-06	0.0	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06	0.0
0.0	1.000000000139778e-06	0.0	1.9999999993913775e-06
1.000000000139778e-06	0.0	2.000000000279556e-06	0.0
1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06
0.0	9.999999992515995e-07	2.9999999995311555e-06	0.0
9.999999992515995e-07	0.0	0.0	1.000000000139778e-06
2.000000000279556e-06	0.0	0.0	1.000000000139778e-06
0.0	0.0	0.0	0.0
1.000000000139778e-06	0.0	2.000000000279556e-06	0.0
0.0	1.000000000139778e-06	0.0	0.0
1.000000000139778e-06	0.0	1.000000000139778e-06	0.0
0.0	1.000000000139778e-06	0.0	0.0
1.000000000139778e-06	0.0	1.000000000139778e-06	3.000000000419334e-06
0.0	2.000000000279556e-06	0.0	2.000000000279556e-06
1.000000000139778e-06	0.0	1.9999999993913775e-06	0.0
2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06
0.0	1.000000000139778e-06	1.000000000139778e-06	0.0
1.000000000139778e-06	0.0	0.0	0.0
1.000000000139778e-06	2.000000000279556e-06	0.0	0.0
2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
9.999999992515995e-07	2.000000000279556e-06	1.000000000139778e-06	4.999999999810711e-06
1.000000000139778e-06	3.000000000419334e-06	0.0	1.000000000139778e-06
0.0	0.0	1.000000000139778e-06	1.000000000139778e-06
2.000000000279556e-06	1.000000000139778e-06	0.0	0.0
0.0	1.000000000139778e-06	0.0	9.999999992515995e-07
9.999999992515995e-07	1.000000000139778e-06	1.9999999993913775e-06	0.0
1.000000000139778e-06	0.0	0.0	9.999999992515995e-07
1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	0.0	9.999999992515995e-07
1.000000000139778e-06	9.999999992515995e-07	2.000000000279556e-06	1.000000000139778e-06
0.0	1.9999999993913775e-06	0.0	0.0
1.9999999993913775e-06	0.0	2.000000000279556e-06	1.000000000139778e-06
0.0	1.9999999993913775e-06	1.000000000139778e-06	1.000000000139778e-06
0.0	0.0	2.000000000279556e-06	0.0
1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
1.9999999993913775e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	0.0	0.0
1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	0.0	0.0	1.9999999993913775e-06
1.000000000139778e-06	1.000000000139778e-06	0.0	0.0
1.000000000139778e-06	0.0	1.000000000139778e-06	0.0
1.000000000139778e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
1.000000000139778e-06	0.0	1.000000000139778e-06	0.0
1.000000000139778e-06	1.000000000139778e-06	9.999999992515995e-07	9.999999992515995e-07
1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06	4.000000000559112e-06
1.000000000139778e-06	0.0	1.9999999993913775e-06	0.0
2.000000000279556e-06	1.9999999993913775e-06	0.0	1.000000000139778e-06
0.0	0.0	2.000000000279556e-06	1.000000000139778e-06
1.9999999993913775e-06	0.0	0.0	2.000000000279556e-06
1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
0.0	1.000000000139778e-06	1.000000000139778e-06	1.9999999993913775e-06
1.000000000139778e-06	0.0	1.000000000139778e-06	9.999999992515995e-07
1.000000000139778e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
3.000000000419334e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	0.0	1.000000000139778e-06	0.0
1.000000000139778e-06	0.0	0.0	2.000000000279556e-06
1.000000000139778e-06	0.0	1.000000000139778e-06	0.0
2.000000000279556e-06	1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06
2.000000000279556e-06	9.999999992515995e-07	0.0	1.000000000139778e-06
1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06
1.000000000139778e-06	0.0	0.0	1.9999999993913775e-06
1.000000000139778e-06	2.000000000279556e-06	2.000000000279556e-06	1.9999999993913775e-06
2.000000000279556e-06	0.0	1.000000000139778e-06	9.999999992515995e-07
0.0	1.000000000139778e-06	0.0	2.000000000279556e-06
0.0	1.000000000139778e-06	1.000000000139778e-06	9.999999992515995e-07
0.0	1.000000000139778e-06	0.0	2.000000000279556e-06
1.000000000139778e-06	0.0	9.999999992515995e-07	1.000000000139778e-06
1.9999999993913775e-06	2.9999999995311555e-06	4.999999999810711e-06	3.9999999996709334e-06
1.000000000139778e-06	2.9999999995311555e-06	9.999999992515995e-07	0.0
1.9999999993913775e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
0.0	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
1.000000000139778e-06	2.000000000279556e-06	0.0	1.9999999993913775e-06
2.000000000279556e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
1.000000000139778e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
0.0	1.000000000139778e-06	2.9999999995311555e-06	1.000000000139778e-06
1.000000000139778e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
2.000000000279556e-06	1.000000000139778e-06	0.0	2.000000000279556e-06
0.0	1.000000000139778e-06	0.0	1.000000000139778e-06
2.000000000279556e-06	0.0	1.000000000139778e-06	1.9999999993913775e-06
0.0	2.000000000279556e-06	1.000000000139778e-06	0.0
2.000000000279556e-06	0.0	1.000000000139778e-06	2.000000000279556e-06
1.9999999993913775e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
0.0	1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06
2.000000000279556e-06	1.000000000139778e-06	0.0	4.999999999810711e-06
1.9999999993913775e-06	2.000000000279556e-06	1.000000000139778e-06	0.0
